,true_labels,predicted_labels
121293,17,17
28998,17,17
121537,16,22
101816,12,12
100268,27,27
91146,26,26
78923,5,5
11855,17,17
11389,28,28
26780,25,25
39792,25,25
11525,29,29
104528,3,3
86010,12,12
14361,29,29
104514,28,8
70820,25,12
39445,8,8
27718,5,5
20477,19,19
34145,17,17
8018,8,8
73636,27,27
106992,12,12
2630,29,6
17876,8,8
116104,17,17
97511,30,30
27800,17,17
70238,5,5
36932,8,8
17002,17,17
92637,19,19
71430,27,27
29615,19,19
61100,12,12
84132,15,17
78806,15,15
89530,15,15
37547,25,25
9553,14,8
123135,0,0
28533,25,25
95846,3,3
27758,6,6
29690,17,17
77414,3,3
12407,17,17
78739,8,8
73682,20,20
78384,6,6
67168,28,17
19203,27,27
77719,17,17
54111,17,17
108457,17,17
36502,17,17
61789,3,3
50279,17,17
44716,8,8
19018,17,17
8592,8,8
73103,18,18
66568,8,8
38760,8,8
59033,14,14
98382,12,12
46549,17,17
104822,6,6
95308,30,30
43433,17,17
68655,2,2
28758,17,17
40292,9,9
113173,8,8
116093,15,15
106221,17,17
38470,17,17
15127,8,8
12931,18,18
6100,17,17
79733,19,19
13705,16,16
70583,15,15
33182,12,12
32702,17,17
114411,6,6
50895,25,25
99262,3,3
50507,5,5
59446,8,16
76007,19,19
61408,18,18
71595,10,10
41282,8,8
117344,17,17
14475,17,17
116312,12,12
13800,17,17
39471,12,12
42622,17,17
14423,8,8
16229,17,17
41967,6,6
50475,11,17
45848,17,17
52045,17,17
45249,21,21
5938,8,8
46551,17,17
110452,30,30
17981,11,11
114944,16,12
56923,9,17
34240,21,21
42492,1,1
54735,3,3
24684,17,17
39074,25,25
87907,22,22
95290,17,17
95429,26,26
20989,8,8
30474,25,25
105279,17,17
34983,17,17
54937,17,17
99681,17,17
37906,16,16
29110,26,26
31683,5,5
86975,26,26
76611,6,6
122975,11,11
48796,26,26
35755,17,17
113208,12,8
423,17,17
52678,17,17
118534,6,6
17562,17,17
115916,16,16
103604,9,9
62916,8,8
113873,10,10
17425,29,29
51744,17,17
110787,3,3
67303,12,12
29491,2,2
80617,17,17
89645,8,8
91468,12,12
2605,15,15
7383,18,18
21756,17,17
26934,25,25
23768,17,17
2527,8,8
64428,21,21
69729,17,17
59005,3,3
57897,13,13
62203,8,8
30326,28,28
110723,17,17
13924,8,8
103378,17,17
61632,3,17
123343,30,30
84002,17,2
111325,21,18
63287,8,8
11287,17,17
17497,8,8
91064,11,11
103197,16,16
75815,21,21
46362,25,25
26661,18,18
9467,8,8
11527,17,17
84167,17,17
10717,18,18
118174,8,8
69675,17,17
20246,17,17
89852,30,30
92376,23,23
38077,25,25
123193,11,11
115010,21,21
61048,11,11
21597,15,15
47503,18,18
116156,11,11
44626,28,28
117730,17,17
61469,8,8
111579,13,13
123255,9,9
89600,12,12
111059,28,28
51206,3,17
107102,12,12
46697,27,27
13774,28,28
90550,4,4
74896,8,8
49380,17,17
70813,6,6
84818,6,6
121150,12,12
46731,17,17
38628,12,12
9214,17,17
123446,3,3
66834,17,17
72159,27,27
25272,2,2
108549,8,8
111711,11,11
90174,8,8
115747,17,17
107588,3,3
60232,20,20
113796,28,28
96046,3,3
82783,8,17
98621,8,8
14085,28,28
90990,0,0
91178,14,17
7715,8,8
31060,12,12
20933,8,8
88601,17,17
57120,12,12
52724,12,12
119997,3,3
71607,22,22
98121,0,0
78934,22,22
12358,17,17
115754,17,17
124225,30,30
42306,8,8
108569,28,28
123668,22,22
19392,28,28
44303,17,17
35413,17,17
22395,17,17
111731,17,17
112226,2,2
20590,2,2
71830,17,17
71588,27,27
33148,5,5
91887,22,22
43487,17,17
43546,25,25
72856,6,6
14818,17,17
72599,3,17
113065,19,19
65096,17,17
26967,16,16
119117,26,26
81056,21,21
59098,28,28
70324,8,8
43288,18,18
4505,28,28
9667,17,17
57537,21,21
63963,8,8
61998,16,16
121695,5,5
64864,8,8
77113,16,8
60725,17,17
32384,17,17
41544,8,8
60338,17,14
99456,0,0
21715,12,12
36493,5,5
71534,17,17
104128,4,4
71808,10,10
124853,17,17
95250,3,3
33612,28,28
3638,17,17
43428,17,17
85154,17,17
98698,9,9
59320,8,8
97728,26,26
43121,17,17
110798,30,30
101037,17,17
29662,23,23
19805,29,29
82466,17,17
102283,30,30
67707,21,21
84309,5,8
115544,17,17
98156,17,17
110004,12,12
118327,0,0
110243,30,30
122662,5,5
11941,5,5
93116,16,16
79965,10,10
105622,9,12
10160,27,27
115753,10,10
5019,8,8
121424,5,8
20225,17,17
75855,8,8
118727,18,18
16842,29,29
105810,2,2
118233,17,17
16188,11,11
113789,7,17
94343,17,17
33190,2,2
85438,16,16
107296,4,4
7714,29,29
75368,20,20
74330,22,22
114219,27,27
72881,8,8
46232,8,8
55858,12,17
91069,16,16
90189,9,9
5787,18,18
92225,12,12
82918,17,17
30506,8,8
84345,8,8
50011,13,13
112769,8,18
58500,3,8
44251,17,17
2954,8,8
97045,28,28
43941,17,17
14144,18,18
86638,30,30
103305,30,30
4635,18,18
66728,25,25
113343,11,11
113673,26,12
84235,20,20
89209,4,17
93127,13,13
29746,23,23
15632,29,29
96936,8,8
18442,23,23
60499,11,11
103406,19,19
7251,17,17
101940,30,30
30634,1,1
28450,15,15
92608,21,21
101321,26,26
64838,17,17
12320,12,12
32569,12,17
9790,29,29
101709,9,9
92344,13,13
59583,8,8
45043,17,17
74257,8,8
4087,8,8
60400,8,8
102742,15,15
88995,12,12
11777,8,8
36291,19,8
65980,27,27
19968,3,3
106313,13,13
100512,0,0
71783,28,17
18145,5,8
79724,19,19
106664,11,11
87037,21,21
83814,17,17
45861,17,17
58902,5,8
15572,17,30
67230,17,17
95666,19,19
97334,26,26
51282,21,21
72955,17,17
116833,17,17
47237,2,2
119924,9,9
29484,17,17
104000,5,5
81022,3,3
20294,17,17
24205,18,18
89321,8,8
100253,20,20
118395,11,11
69364,8,8
3229,5,5
35325,17,17
90863,12,12
115040,13,13
64145,25,25
73911,21,21
2279,8,8
7315,2,2
24380,12,12
114931,12,12
22035,8,8
52416,17,17
17583,16,16
87403,0,0
26243,1,1
48223,20,20
55521,17,17
59447,21,21
62677,18,18
64529,17,17
118272,12,12
113021,12,12
101998,12,12
77323,8,8
102554,8,8
101563,22,22
113379,16,16
92788,0,0
3330,8,8
123978,11,12
112901,13,12
106341,15,15
67531,17,17
24788,8,8
67820,17,17
52069,17,17
79454,21,21
3357,17,17
30938,7,7
102172,8,8
15492,17,17
112041,30,30
63254,25,25
32927,2,2
6187,8,8
67048,23,23
17262,5,5
108291,10,10
77139,21,21
94742,28,28
124442,3,3
19845,12,12
86141,8,8
72655,15,15
101388,17,17
121476,17,17
53041,25,25
102374,19,19
62155,25,25
122107,26,26
12368,17,17
95584,12,12
53355,25,25
74235,24,3
49900,11,11
65787,8,8
27286,7,7
41502,6,6
84650,17,17
108626,8,8
11576,6,6
101749,5,5
75875,11,11
2483,17,17
32603,2,2
103642,28,28
70727,21,21
30441,8,8
80234,10,10
73023,17,17
72212,17,17
83382,21,21
28811,13,13
64201,8,8
111188,23,23
70557,0,0
19496,8,8
83567,1,1
92948,8,8
98080,6,6
102163,3,3
78745,28,28
51868,3,3
33784,6,6
70980,4,4
61660,17,17
114046,2,21
84889,21,21
122240,8,28
57422,25,25
40268,17,17
67153,13,13
70147,5,5
74020,12,12
53185,17,17
90960,17,17
48914,21,21
7552,16,12
17919,21,21
30181,17,17
30719,2,2
56103,10,10
101275,30,30
16420,8,17
100967,2,2
69476,17,17
93962,7,7
41146,17,17
111618,12,26
98242,17,17
117706,17,17
50795,27,27
79885,3,3
37557,8,8
28414,19,19
90532,17,17
49300,5,5
29279,2,15
34455,8,8
111841,16,16
66356,18,18
75132,8,8
100845,23,23
50407,17,17
41816,16,16
40543,20,20
78910,17,17
40613,18,18
59590,8,8
67908,9,9
87321,27,27
36332,17,17
119486,17,17
7565,28,21
110680,16,16
113544,3,3
56330,9,9
31091,8,8
86542,0,0
103089,17,17
105203,3,3
35759,25,25
17252,2,17
86913,8,8
35856,8,8
36040,20,20
60401,17,17
5885,21,21
70591,17,17
94507,30,25
118153,16,16
114435,17,17
92742,17,18
44726,16,10
15975,12,16
8663,8,8
24337,8,8
17810,29,25
53514,8,8
112190,22,22
97873,12,12
62476,8,8
53449,17,17
30277,21,21
14566,17,17
106152,21,21
16869,15,15
78080,17,17
98673,8,1
113120,8,8
48553,17,17
33214,8,8
106301,21,21
115488,23,23
85887,17,17
38519,12,12
38240,23,23
1747,13,13
33735,2,2
39874,25,25
43789,17,17
58339,2,6
78706,17,17
985,8,8
84819,6,6
59499,28,28
119129,2,2
12136,16,16
73961,17,8
13738,7,7
9887,17,17
3855,27,27
76100,17,17
77356,12,12
94140,12,12
50263,12,12
65269,17,17
97872,19,8
106648,8,8
30592,18,18
14854,2,2
14161,13,17
108185,28,28
7752,22,22
83893,17,17
75743,5,5
45826,17,17
43593,24,24
30953,25,25
17799,17,17
30490,15,15
9292,29,8
27227,25,25
82626,15,15
38853,8,8
100886,16,16
84434,16,16
123528,12,12
34254,26,26
48313,8,8
114893,17,17
80733,8,8
8942,17,17
52475,8,8
91496,18,18
27806,2,2
102812,8,8
62937,17,17
25567,15,15
29128,17,17
44748,12,12
123983,16,16
60674,8,8
118292,19,19
39503,2,2
47217,21,21
56679,2,2
55055,9,9
80682,8,8
23797,17,17
47713,14,14
114510,22,22
84459,12,12
57236,21,21
124896,20,20
33891,25,25
90628,17,17
103232,16,16
15531,8,8
45144,8,8
100823,12,16
14074,29,29
8160,17,17
96529,18,18
11145,27,27
83615,2,2
68501,27,27
65753,12,12
108949,17,17
116141,3,3
458,5,5
35458,24,24
99004,30,30
86683,14,14
99088,13,13
95912,9,9
96839,28,28
22079,17,17
11986,8,8
57160,17,17
49988,14,14
22922,2,2
43530,17,17
116009,0,0
51182,17,17
53957,17,17
72208,12,12
52789,17,17
83316,17,17
35766,17,17
30575,25,25
71073,9,9
15459,14,14
40716,25,25
16610,28,28
86595,8,8
19430,22,22
95805,28,28
91063,3,3
80466,21,21
13821,17,17
93633,7,7
91157,23,23
69380,15,21
119171,13,13
90267,13,3
65501,18,18
39294,3,3
74096,8,8
17729,5,5
109402,7,7
8991,8,8
34123,21,21
118439,13,13
107196,13,13
6694,24,24
10324,17,17
119782,28,3
120949,19,19
124329,17,17
2638,15,15
17703,2,2
99818,19,19
82493,10,10
119478,23,23
4265,17,17
90170,2,2
52574,7,7
113571,8,8
71287,23,23
118313,12,12
61066,17,17
18831,17,17
58374,17,17
107015,16,16
98624,8,8
123136,17,17
24023,17,17
1465,17,17
1054,29,29
32386,19,19
24808,8,8
25220,17,17
113918,9,9
99998,26,26
32008,17,17
66871,8,8
71237,21,21
6925,17,17
36947,17,17
121799,23,23
114102,17,17
100489,3,3
53742,27,27
6208,5,21
113717,8,8
45698,14,14
90505,13,13
68073,28,28
75988,25,25
96386,17,17
81152,15,15
56992,21,21
66398,8,8
111357,6,6
7277,17,17
55108,25,25
44675,12,12
26985,17,12
76460,2,2
48084,10,10
15798,1,1
37469,2,2
134,18,18
46820,5,5
10548,8,8
106608,3,3
88857,11,11
94946,28,28
86558,13,13
112389,12,12
26438,8,8
25031,28,17
111641,13,13
51895,18,18
35598,17,17
2180,8,8
23803,18,18
88885,12,12
39138,12,12
93470,12,12
113003,2,2
30520,18,18
122756,16,16
97585,17,17
9149,12,12
58640,3,3
59271,12,12
68158,16,16
13622,13,13
20133,16,16
59864,6,6
78823,17,17
29864,17,17
78338,8,8
83293,15,17
75599,8,8
11126,17,17
11471,8,8
33189,17,17
96337,30,30
96351,8,8
23994,29,29
24385,17,17
23126,18,18
67188,22,5
35396,2,8
106036,3,3
90029,3,3
100225,15,17
45547,24,24
124204,12,12
115991,8,8
119799,9,9
87539,28,28
64234,8,8
110542,17,17
29748,5,5
98716,27,27
64348,17,17
7442,17,17
10456,17,17
44298,8,16
63993,17,17
30958,25,25
41872,8,8
1165,17,17
11347,15,15
7026,17,17
36805,25,25
95646,8,8
5199,26,26
73408,25,25
18901,3,3
36465,27,23
3786,7,7
55767,25,21
120381,3,11
113393,17,24
117107,15,15
116338,21,21
42663,17,17
78453,8,8
51230,17,17
104193,17,17
57118,21,21
108487,8,8
108919,22,22
13430,17,17
70619,16,16
59771,3,3
114736,11,11
113058,0,0
121451,14,14
87322,28,28
83155,20,20
82954,12,17
32798,28,28
5982,18,18
117912,17,17
96202,3,3
60460,17,17
106304,10,10
30739,17,17
74695,25,25
57601,12,12
75044,17,17
4420,26,26
97730,20,20
70033,24,24
102961,3,3
43549,25,25
20073,17,17
62984,24,24
124507,12,12
104187,21,21
44611,17,17
123262,17,17
122689,17,17
88462,5,5
79137,8,8
104248,22,22
76461,20,20
9509,17,19
81416,8,8
36600,5,5
107491,17,17
49174,12,12
115564,16,16
22938,17,17
110077,22,22
63508,2,2
87501,26,26
124370,28,28
63200,17,17
88692,11,11
5904,18,18
31840,16,16
93389,6,6
10550,17,17
14934,12,12
63323,12,12
89219,19,19
60789,4,4
120960,17,17
54996,8,8
1322,17,17
95254,23,23
69775,17,25
56475,28,28
63186,17,17
102213,12,12
91259,30,30
110446,22,22
31294,24,24
78122,6,6
79117,19,19
64688,17,17
56708,17,17
68492,6,6
60318,6,6
112445,21,21
57884,27,27
96145,17,17
77019,17,17
20632,17,17
41996,26,26
103714,8,8
16168,25,25
69039,15,15
16286,15,15
10993,17,17
91333,17,17
28863,24,24
108785,16,16
122991,26,26
93030,17,17
97070,17,17
83116,10,10
12752,29,29
96796,5,5
66819,8,8
86611,6,2
90079,3,3
92939,12,8
102340,19,19
109986,0,26
2349,17,17
85121,27,27
106155,13,13
27991,17,17
11833,17,17
78056,16,16
101076,23,23
111994,22,22
41097,17,17
18662,18,18
93987,3,3
115162,18,18
89731,23,23
40400,28,28
9731,17,17
43119,17,17
110443,30,30
2876,8,8
108846,17,17
61103,8,8
9555,28,17
26524,17,17
105871,28,28
122086,28,28
50598,21,21
16517,5,5
14543,18,18
118560,9,9
79565,8,8
97084,13,13
105242,0,0
78576,17,17
46708,8,8
93953,15,15
7756,19,19
113567,16,16
25324,15,15
38939,17,17
58222,17,17
46383,17,17
115868,8,8
93843,30,30
81216,8,8
70216,12,12
80927,20,20
62139,1,1
38777,12,12
26389,17,17
54192,25,25
54031,17,17
47256,16,16
6735,17,17
12106,6,6
53310,16,7
92029,8,8
104072,15,15
19111,17,17
51682,6,6
63049,25,25
105241,10,21
37406,11,17
98807,17,17
94729,11,3
66497,17,17
27804,17,17
29857,28,28
16044,17,17
28644,21,21
110841,12,12
118833,15,15
44559,24,24
106897,0,0
111226,8,8
31200,24,24
17219,12,12
50542,8,8
113928,27,27
13904,17,17
45526,21,21
68927,3,3
46879,17,17
32789,25,25
119967,17,17
13529,17,17
99585,12,12
55527,27,21
100541,3,17
102451,11,11
24492,22,22
41318,27,27
84352,8,8
104507,16,16
5266,19,19
96309,3,3
38895,1,1
87894,3,3
65356,8,8
112294,10,10
64328,2,2
54561,8,8
47478,17,17
114263,8,8
58681,27,27
61374,17,17
121078,11,11
113532,23,23
102744,3,3
45639,19,19
69862,8,8
36521,28,28
108249,11,11
106185,3,3
10462,17,17
21107,29,29
34891,8,8
38845,3,3
115763,17,17
47360,17,17
61060,6,6
7028,17,17
81290,21,21
57494,8,8
89738,17,17
71636,18,18
121217,5,12
61054,21,21
14872,11,11
70877,17,17
38716,2,17
123654,11,11
71957,17,17
105521,2,2
108818,5,5
48633,25,25
123562,4,4
673,27,27
73322,15,15
85586,17,17
78574,17,17
19410,25,25
86757,23,23
12432,15,17
107122,18,18
21475,29,29
46826,17,17
27466,18,18
72806,0,0
115049,4,4
70337,24,24
72251,8,8
74133,3,17
30570,17,17
82699,15,15
114448,17,17
31671,25,25
23870,5,5
4354,17,17
17190,29,29
58657,27,27
77048,3,3
77036,15,15
73449,8,8
71754,18,18
87990,0,0
119107,27,27
94167,8,8
97299,2,2
12558,28,28
62091,2,2
88188,3,3
124172,12,12
12883,28,17
25573,17,17
52324,24,24
81593,22,22
10433,18,18
41857,17,17
6664,17,17
1202,19,19
119618,27,27
58231,2,8
81236,5,5
50996,19,21
43557,23,23
110682,12,12
21538,8,8
97424,4,4
62317,28,28
82820,14,14
37400,16,16
120990,12,12
96704,17,17
62194,17,17
124492,18,18
73336,3,3
104939,15,15
12908,12,12
13602,17,17
74773,2,2
74618,19,25
34800,16,8
99427,6,6
19260,17,17
104682,11,11
79313,28,28
61931,17,17
124596,17,17
122959,9,9
83083,13,13
105704,10,10
75580,15,15
30219,11,11
49952,26,26
64193,10,10
355,17,17
5093,17,17
61853,25,25
30554,17,17
94308,8,8
40861,17,17
117383,13,13
71285,16,16
3354,17,17
95801,3,3
74719,25,25
68586,3,3
105942,8,8
46912,5,17
26306,8,8
89072,11,11
106,8,8
32856,28,28
99678,8,8
112364,11,11
50900,10,10
20584,17,17
84399,17,17
44794,17,17
15253,17,17
99722,21,21
3623,17,17
86347,8,8
69450,4,4
37328,17,17
11053,21,21
121951,20,12
7666,13,11
22471,12,12
66276,17,6
74179,17,17
83553,15,15
94041,26,26
26388,8,8
26480,5,5
101270,23,23
105923,18,18
107643,3,12
89013,8,8
93454,16,16
80407,22,22
75579,17,17
95725,17,17
43573,17,17
110293,8,8
35471,17,17
88977,19,19
119927,12,12
57709,17,17
101418,21,21
28614,15,15
114989,19,19
98049,19,19
26546,12,12
9170,8,8
19509,17,17
64049,6,6
117679,21,21
76636,25,25
91929,18,18
80451,18,18
58808,8,8
99840,8,8
103341,19,19
121521,3,3
116514,16,16
98103,12,12
4541,28,28
98768,30,30
102182,30,30
58872,5,5
53556,28,28
25752,16,16
5124,5,5
98292,17,30
67851,17,17
94372,16,16
114304,23,23
46643,17,17
59363,17,13
102724,27,27
39704,23,23
1974,5,5
87107,8,8
8844,29,29
96747,3,3
88951,17,17
71644,19,19
66990,24,24
85750,8,8
111554,20,20
17735,17,3
60479,17,17
66147,17,17
120530,30,30
879,17,17
11342,5,5
122617,0,0
5718,17,17
88569,20,20
27327,18,18
68944,8,10
62056,26,26
45082,25,25
54369,17,17
115958,13,13
76078,8,8
9502,22,22
48219,8,8
75814,28,17
62966,8,8
59994,17,17
59506,17,17
6104,17,17
2851,29,29
58082,25,25
36743,17,17
115939,12,12
49195,12,12
19490,17,17
50968,8,8
16349,8,8
57634,28,28
68526,4,4
25590,4,4
108934,4,4
76829,24,24
72215,6,6
9724,17,21
28719,28,28
32044,28,28
59444,27,27
122387,17,17
21744,12,12
112526,27,27
32971,8,8
95642,30,30
33294,15,15
21700,17,18
91912,2,2
60825,17,17
77537,17,17
62117,8,8
17541,13,13
15143,11,11
52458,3,3
107391,0,0
33305,8,8
17549,27,27
114697,27,27
113124,19,19
105901,8,8
5619,8,8
29845,12,23
4053,17,17
65304,2,8
67543,13,13
99715,17,17
19085,17,17
114265,8,8
102137,6,6
8939,5,5
68937,5,5
67257,21,21
80010,3,3
106188,8,8
12338,18,18
30797,17,17
109753,13,13
13040,17,17
72891,17,17
109007,19,19
113375,8,8
55874,25,25
22124,12,8
135,21,8
119544,17,17
109757,3,3
100367,13,13
74407,17,17
54934,22,22
115659,5,5
95098,6,6
46590,19,19
58154,17,17
40261,1,1
42304,17,17
71648,17,17
1248,29,29
25405,17,17
60431,17,17
13721,29,17
31681,26,26
27185,17,17
20424,16,16
103137,8,8
18911,17,17
40845,8,8
106348,28,3
101729,21,21
35096,12,12
69534,17,17
54370,17,17
39478,12,12
24812,17,17
28697,17,17
17566,17,17
3254,18,18
87070,30,30
80175,3,3
65600,23,12
53553,1,1
69989,3,3
19209,16,16
87677,0,0
116078,12,12
102503,13,13
24605,3,3
86456,10,10
25374,1,1
70761,11,11
117459,20,20
76652,25,25
66322,24,24
57382,17,17
37023,28,17
101231,16,16
24933,17,17
43592,8,17
104257,26,26
97715,20,20
74600,4,4
11605,11,11
16605,26,26
37576,17,17
31505,17,17
58000,2,2
81086,24,24
52411,3,8
117502,28,28
68848,5,17
2449,3,17
19141,11,11
66308,21,21
43181,6,6
91436,17,25
53139,17,17
107396,22,22
19649,17,21
92847,0,0
34453,21,17
53507,2,2
113334,21,17
13693,17,17
54509,8,21
104727,17,17
1008,17,17
112608,8,8
37653,17,17
63018,30,30
69091,28,28
124118,3,3
23495,17,17
34475,17,17
40778,17,17
56407,2,2
123849,23,23
81843,10,10
84174,17,17
67022,27,27
96170,23,23
102668,12,12
69993,3,3
111708,27,27
121800,17,17
16002,22,22
103395,12,12
63854,8,8
17953,17,17
52544,8,8
99679,17,17
51788,15,15
122081,16,16
95016,19,19
114746,3,3
46093,17,17
109961,12,12
100170,18,18
86082,16,16
112084,18,18
79981,21,21
22653,29,29
75912,25,25
57311,17,17
106454,12,12
112377,9,9
80949,9,9
20427,12,12
44916,2,2
92069,6,6
64886,9,9
109475,8,8
3166,17,8
12293,23,23
87704,0,0
54103,8,8
64698,21,11
2533,29,29
95663,18,18
69805,23,23
15695,17,17
7372,17,17
88555,17,17
31193,17,17
44982,8,17
105811,5,5
117496,7,7
84613,17,17
26251,17,17
80269,12,12
90702,16,16
65023,8,8
85315,17,17
4175,18,18
99761,23,23
28096,17,17
11375,17,17
52405,5,5
7889,2,17
97523,17,17
19529,29,29
116463,30,30
123282,12,12
47272,2,2
63017,30,30
10463,8,8
26609,25,25
75518,8,8
29245,17,17
13575,17,17
60439,21,21
2418,19,19
76358,17,17
53579,27,16
42700,24,24
53594,17,17
15844,11,11
90655,12,12
119354,17,17
120031,20,5
86186,23,23
86007,21,21
74645,25,17
50242,17,17
76885,21,2
70175,3,3
73985,2,2
53876,3,8
24139,17,17
24239,11,11
6598,8,8
41439,17,17
89924,15,15
61878,7,7
80033,15,15
63431,12,12
107689,13,17
63204,21,21
73007,21,21
116945,8,8
16958,16,16
113801,12,12
63837,24,24
74086,6,6
82285,8,17
109985,12,12
89625,17,17
111589,17,17
120220,21,21
34944,17,17
118717,28,28
52423,10,10
32584,8,8
15399,17,17
123836,7,7
76802,17,17
112808,20,20
108286,10,10
120119,19,17
95986,11,11
119530,12,12
106394,17,17
82129,8,8
5040,7,17
95147,14,14
92707,13,13
31383,3,3
12257,17,17
44465,17,17
10029,17,17
122918,28,28
45501,19,19
21454,23,23
29006,17,17
26637,17,17
113981,0,0
108780,8,8
54184,12,12
45782,26,26
95313,16,16
115559,27,27
81691,17,17
110396,21,21
31729,17,17
65360,1,1
83158,10,10
16028,17,17
45007,8,8
104459,30,30
19174,17,17
94480,18,18
83811,26,26
21743,12,8
104427,20,20
22898,17,17
76079,21,21
22261,29,29
104789,30,30
96654,9,9
118344,3,3
74508,8,8
1121,17,17
124455,5,5
42838,28,17
21421,18,18
6914,8,8
94603,26,26
16369,17,11
7276,17,17
71756,13,13
121179,16,16
71777,24,24
39480,17,17
2233,8,8
42206,11,11
37032,2,2
94917,3,3
50591,16,16
41085,21,21
75380,17,17
89580,14,14
64715,2,2
58868,2,2
36627,16,16
74498,2,2
93871,23,23
64606,12,12
112531,17,12
24971,8,8
68339,18,18
54038,5,5
32038,26,26
3414,17,17
85321,6,6
123838,18,18
73430,12,12
3393,17,17
30637,26,26
97726,19,19
56070,13,13
8569,29,29
13809,18,18
109261,13,13
42726,17,17
107865,19,19
60253,17,17
19524,29,29
4496,18,18
105265,18,18
36762,2,2
111105,0,0
41339,1,1
102249,17,17
55582,21,21
112704,11,11
31591,17,17
92042,18,18
86606,17,17
92295,28,28
10340,27,27
113377,8,8
111506,18,18
45442,2,8
9419,22,22
76585,5,13
121249,8,8
42361,8,8
79060,17,17
111689,13,13
66244,8,8
119045,23,23
16187,21,21
70738,17,17
7545,8,8
36922,17,17
85480,22,22
100824,17,17
23211,17,17
34779,17,17
105984,8,8
10902,8,8
121230,27,27
17715,19,19
108506,12,12
81503,4,4
3716,2,2
57549,8,8
12599,29,29
124281,13,13
112861,3,3
78571,14,14
82091,27,27
120123,8,8
19949,23,23
28052,17,17
6724,17,17
8093,8,8
8115,8,8
68801,21,21
82023,21,21
72098,17,17
82253,8,8
123987,12,12
29950,17,17
101615,21,21
107659,17,17
17901,11,11
18533,29,29
41856,17,17
113448,11,11
93133,10,10
79685,17,17
58756,3,3
33495,17,17
61500,17,17
73044,10,10
43247,17,17
92512,17,17
115176,0,0
124402,17,17
65397,21,21
15934,17,17
51249,21,21
102862,3,3
32092,12,12
89445,16,16
29465,17,17
32055,11,11
108467,12,12
50688,18,18
43429,8,8
35604,1,1
58021,17,17
116154,23,23
58145,8,8
106596,18,16
107142,8,8
51297,25,25
54954,21,21
70568,17,17
117543,17,17
64472,21,5
121058,10,10
18629,29,17
10597,12,12
55185,18,18
39739,1,1
51776,17,17
16180,18,18
112988,12,12
61195,5,12
124584,12,12
47088,17,17
116227,12,12
40107,16,16
69475,17,17
90924,16,16
2289,17,17
54992,21,21
51437,8,2
95675,18,18
35414,17,17
25228,17,17
64725,18,18
117522,21,21
104411,5,5
63987,23,23
108037,10,10
102675,17,17
41680,3,3
104422,26,26
8134,27,27
16355,11,11
8633,21,21
105822,13,13
93765,4,4
26322,15,15
85073,8,8
78185,8,8
22775,22,22
32533,18,18
63839,28,28
44145,19,19
45365,17,2
33151,17,17
61721,8,8
39144,17,17
121405,8,8
72030,15,15
84221,6,6
91311,0,0
68103,21,21
66292,12,12
35905,17,17
97588,19,19
61532,24,17
11838,26,26
102048,26,26
85356,23,23
50270,21,21
64097,21,21
62717,17,17
51995,8,8
117556,23,23
15243,28,28
107032,12,12
29267,17,21
44798,12,12
94608,30,17
66742,3,3
121900,20,20
44025,17,17
115637,5,5
73772,2,6
50689,8,8
27699,18,18
95562,15,15
40393,17,17
40661,2,2
97172,17,17
37369,28,28
69641,2,2
1012,17,17
33181,8,8
124519,16,16
55093,27,27
76710,17,17
115342,16,16
26822,15,15
39327,23,23
76130,17,17
118273,11,11
56978,22,22
72671,21,21
94983,5,5
98761,22,22
68210,17,17
111777,17,17
6945,17,17
82648,8,8
114608,11,11
110608,3,3
18425,16,16
108890,7,7
113485,4,4
114809,16,16
93904,11,11
54640,11,11
14067,8,8
25296,17,17
58062,21,21
123680,17,17
92367,16,16
87516,12,12
54266,1,1
6478,6,6
119801,17,17
48140,21,28
94526,17,17
42300,17,17
24263,17,17
108893,3,3
25208,29,25
108197,26,26
65825,12,12
77861,18,18
